Recapitulation of Neuropsychiatric Behavioral Features in Mice Using Acute Low-dose MK-801 Administration	2019	Exp Neurobiol. 2019 Dec 31;28(6):697-708. doi: 10.5607/en.2019.28.6.697.	https://pubmed.ncbi.nlm.nih.gov/31902157/	Despite some innate limitations, animal models are a potent investigative tool when used to model specific symptoms of a disorder. For example, MK-801, an N-methyl-D-aspartate receptor antagonist, is used as a pharmacological tool to induce symptoms found in some neuropsychiatric disorders. However, a close examination of literature suggests that the application window of MK-801 doses is relatively narrow between individual behavioral paradigms, necessitating careful characterization of the evoked behavioral aberrations and the doses used to induce them. Moreover, variation in behaviors depending on the animal strain, gender of the subject, and the timing of administration is observed, making it difficult to compare the behavioral characteristics reported in different studies. We aim to characterize the behavioral aberrations induced by different doses of MK-801 in CD-1 mice and create a ready reference for future studies. We used CD-1 mice to recapitulate behavioral impairments resulting from acute administration of MK-801. In 0.1 mg kg-1, we observed diminished spontaneous alteration during the Y-maze test, while 0.12 mg kg-1 resulted in hyperlocomotion and social deficit. Mice treated with 0.2 and 0.3 mg kg-1 of MK-801 demonstrated a decreased self-grooming. Finally, all doses significantly impaired cliff avoidance behaviors suggesting increased impulsivity. These results affirm that MK-801 can effectively model various symptoms of different neuropsychiatric disorders in a dose-dependent manner. The observed sensitivity against spatial-memory impairment and impulsive behaviors at low concentration of MK-801 suggest that MK801 may modulate cognitive function and impulsivity in even lower concentration before it can modulate other behavioral domains.
Comparative Behavioral Correlation of High and Low-Performing Mice in the Forced Swim Test	2019	Biomol Ther (Seoul). 2019 Jul 1;27(4):349-356. doi: 10.4062/biomolther.2018.210.	https://pubmed.ncbi.nlm.nih.gov/30630289/	Behavioral analysis in mice provided important contributions in helping understand and treat numerous neurobehavioral and neuropsychiatric disorders. The behavioral performance of animals and humans is widely different among individuals but the neurobehavioral mechanism of the innate difference is seldom investigated. Many neurologic conditions share comorbid symptoms that may have common pathophysiology and therapeutic strategy. The forced swim test (FST) has been commonly used to evaluate the "antidepressant" properties of drugs yet the individual difference analysis of this test was left scantly investigated along with the possible connection among other behavioral domains. This study conducted an FST-screening in outbred CD-1 male mice and segregated them into three groups: high performers (HP) or the active swimmers, middle performers (MP), and low performers (LP) or floaters. After which, a series of behavioral experiments were performed to measure their behavioral responses in the open field, elevated plus maze, Y maze, three-chamber social assay, novel object recognition, delay discounting task, and cliff avoidance reaction. The behavioral tests battery revealed that the three groups displayed seemingly correlated differences in locomotor activity and novel object recognition but not in other behaviors. This study suggests that the HP group in FST has higher locomotor activity and novelty-seeking tendencies compared to the other groups. These results may have important implications in creating behavior database in animal models that could be used for predicting interconnections of various behavioral domains, which eventually helps to understand the neurobiological mechanism controlling the behaviors in individual subjects.
Effects of Intraperitoneal N-methyl-D-aspartate (NMDA) Administration on Nociceptive/Repetitive Behaviors in Juvenile Mice	2019	Biomol Ther (Seoul). 2019 Mar 1;27(2):168-177. doi: 10.4062/biomolther.2018.230.	https://pubmed.ncbi.nlm.nih.gov/30580503/	Dysregulation of excitatory neurotransmission has been implicated in the pathogenesis of neuropsychiatric disorders. Pharmacological inhibition of N-methyl-D-aspartate (NMDA) receptors is widely used to model neurobehavioral pathologies and underlying mechanisms. There is ample evidence that overstimulation of NMDA-dependent neurotransmission may induce neurobehavioral abnormalities, such as repetitive behaviors and hypersensitization to nociception and cognitive disruption, pharmacological modeling using NMDA has been limited due to the induction of neurotoxicity and blood brain barrier breakdown, especially in young animals. In this study, we examined the effects of intraperitoneal NMDA-administration on nociceptive and repetitive behaviors in ICR mice. Intraperitoneal injection of NMDA induced repetitive grooming and tail biting/licking behaviors in a dose- and age-dependent manner. Nociceptive and repetitive behaviors were more prominent in juvenile mice than adult mice. We did not observe extensive blood brain barrier breakdown or neuronal cell death after peritoneal injection of NMDA, indicating limited neurotoxic effects despite a significant increase in NMDA concentration in the cerebrospinal fluid. These findings suggest that the observed behavioral changes were not mediated by general NMDA toxicity. In the hot plate test, we found that the latency of paw licking and jumping decreased in the NMDA-exposed mice especially in the 75 mg/kg group, suggesting increased nociceptive sensitivity in NMDA-treated animals. Repetitive behaviors and increased pain sensitivity are often comorbid in psychiatric disorders (e.g., autism spectrum disorder). Therefore, the behavioral characteristics of intraperitoneal NMDA-administered mice described herein may be valuable for studying the mechanisms underlying relevant disorders and screening candidate therapeutic molecules.
Pharmacological modulation of AMPA receptor rescues social impairments in animal models of autism	2019	Neuropsychopharmacology. 2019 Jan;44(2):314-323. doi: 10.1038/s41386-018-0098-5.	https://pubmed.ncbi.nlm.nih.gov/29899405/	Autism spectrum disorder (ASD) is a neurodevelopmental disorder, featuring social communication deficit and repetitive/restricted behaviors as common symptoms. Its prevalence has continuously increased, but, till now, there are no therapeutic approaches to relieve the core symptoms, particularly social deficit. In previous studies, abnormal function of the glutamatergic neural system has been proposed as a critical mediator and therapeutic target of ASD-associated symptoms. Here, we investigated the possible roles of α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptors (AMPARs) in autism symptoms using two well-known autistic animal models, Cntnap2 knockout (KO) mice and in utero valproic acid-exposed ICR (VPA) mice. We found that Cntnap2 KO mice displayed decreased glutamate receptor expression and transmission. Contrarily, VPA mice exhibited increased glutamate receptor expression and transmission. Next, we investigated whether AMPAR modulators (positive-allosteric-modulator for Cntnap2 KO mice and antagonist for VPA mice) can improve autistic symptoms by normalizing the aberrant excitatory transmission in the respective animal models. Interestingly, the AMPAR modulation specifically ameliorated social deficits in both animal models. These results indicated that AMPAR-derived excitatory neural transmission changes can affect normal social behavior. To validate this, we injected an AMPAR agonist or antagonist in control ICR mice and, interestingly, these treatments impaired only the social behavior, without affecting the repetitive and hyperactive behaviors. Collectively, these results provide insight into the role of AMPARs in the underlying pathophysiological mechanisms of ASD, and demonstrate that modulation of AMPAR can be a potential target for the treatment of social behavior deficits associated with ASD.
Social Interaction Test in Home Cage as a Novel and Ethological Measure of Social Behavior in Mice	2019	Exp Neurobiol. 2019 Apr;28(2):247-260. doi: 10.5607/en.2019.28.2.247. Epub 2019 Apr 30.	https://pubmed.ncbi.nlm.nih.gov/31138992/	Sociability is the disposition to interact with one another. Rodents have a rich repertoire of social behaviors and demonstrate strong sociability. Various methods have been established to measure the sociability of rodents in simple and direct ways, which includes reciprocal social interaction, juvenile social play, and three-chamber social tests. There are possible confounding factors while performing some of these tasks, such as aggression, avoidance of interaction by the stimulus mouse, exposure to a new environment, and lengthy procedures. The present study devised a method to complement these shortcomings and measure sociability as a group in the home cage setting, which prevents group-housed mice from isolation or exposure to a new environment. The home cage social test can allow high-throughput screening of social behaviors in a short amount of time. We developed two types of home cage setup: a home cage social target interaction test that measures sociability by putting the wire cage in the center area of the cage and a home cage two-choice sociability and social preference test that measures both sociability or social preference by putting cage racks at opposite sides of the cage. Interestingly, our results showed that the two types of home cage setup that we used in this study can extract abnormal social behaviors in various animal models, similar to the three-chamber assay. Thus, this study establishes a new and effective method to measure sociability or social preference that could be a complementary assay to evaluate the social behavior of mice in various setup conditions.
The circadian gene, Per2, influences methamphetamine sensitization and reward through the dopaminergic system in the striatum of mice	2019	Addict Biol. 2019 Sep;24(5):946-957. doi: 10.1111/adb.12663. 	https://pubmed.ncbi.nlm.nih.gov/30091820/	Drug addiction is a chronic and relapsing brain disorder, influenced by complex interactions between endogenous and exogenous factors. Per2, a circadian gene, plays a role in drug addiction. Previous studies using Per2-knockout mice have shown a role for Per2 in cocaine, morphine and alcohol addiction. In the present study, we investigated the role of Per2 in methamphetamine (METH) addiction using Per2-overexpression and knockout mice. We observed locomotor sensitization responses to METH administration, and rewarding effects using a conditioned place preference test. In addition, we measured expression levels of dopamine and dopamine-related genes (monoamine oxidase A, DA receptor 1, DA receptor 2, DA active transporter, tyrosine hydroxylase and cAMP response element-binding protein 1) in the striatum of the mice after repeated METH treatments, using qRT-PCR. Per2-overexpressed mice showed decreased locomotor sensitization and rewarding effects of METH compared to the wildtype mice, whereas the opposite was observed in Per2 knockout mice. Both types of transgenic mice showed altered expression levels of dopamine-related genes after repeated METH administration. Specifically, we observed lower dopamine levels in Per2-overexpressed mice and higher levels in Per2-knockout mice. Taken together, Per2 expression levels may influence the addictive effects of METH through the dopaminergic system in the striatum of mice.
Methoxetamine: A foe or friend?	2019	Neurochem Int. 2019 Jan;122:1-7. doi: 10.1016/j.neuint.2018.10.020. 	https://pubmed.ncbi.nlm.nih.gov/30365979/	Methoxetamine (MXE) is an N-methyl-D-aspartate (NMDA) receptor antagonist that is chemically and pharmacologically similar to other dissociative substances, such as ketamine and phencyclidine. There are reports on the misuse of MXE, which sometimes resulted in adverse consequences and death. Studies have also shown that MXE has abuse liability and stimulates dopamine neurotransmission in the mesolimbic reward pathway in the brain. These findings have contributed to the negative impression on MXE. However, recent preclinical studies have identified the antidepressant properties of MXE, which are attributed to its ability to affect the glutamatergic and serotonergic systems. MXE is also reported to have analgesic effects. These findings show some of the "redeeming qualities" of MXE and indicate its possible therapeutic uses. In this paper, we have reviewed the findings that provide insights into the adverse and potential therapeutic effects of MXE. We compiled studies on the toxicity, psychotomimetic effects, and abuse liability of MXE, as well as its promising antidepressant and analgesic properties. We also have discussed the mechanism of action that might mediate the somewhat paradoxical effects observed. Importantly, this review provides valuable information on MXE for future research and will enable a better understanding of its psychopharmacological properties and the mechanisms responsible for its unique effects.
The Atxn7-overexpressing mice showed hyperactivity and impulsivity which were ameliorated by atomoxetine treatment: A possible animal model of the hyperactive-impulsive phenotype of ADHD	2019	Prog Neuropsychopharmacol Biol Psychiatry. 2019 Jan 10;88:311-319. doi: 10.1016/j.pnpbp.2018.08.012.	https://pubmed.ncbi.nlm.nih.gov/30125623/	Attention-deficit/hyperactivity disorder (ADHD) is a heterogeneous neurodevelopmental disorder characterized by varying levels of hyperactivity, inattention, and impulsivity. Patients with ADHD are often classified as (1) predominantly hyperactive-impulsive, (2) predominantly inattentive, and (3) combined type. There is a growing interest in developing specific animal models that would recapitulate specific clinical forms of ADHD, with the goal of developing specific therapeutic strategies. In our previous study, we have identified Ataxin-7 (Atxn7) as a hyperactivity-associated gene. Here, we generated Atxn7 overexpressing (Atxn7 OE) mice to investigate whether the increased Atxn7 expression in the brain correlates with ADHD-like behaviors. Quantitative real-time polymerase chain reaction and immunofluorescence confirmed overexpression of the Atxn7 gene and protein in the prefrontal cortex (PFC) and striatum (STR) of the Atxn7 OE mice. The Atxn7 OE mice displayed hyperactivity and impulsivity, but not inattention. Interestingly, treatment with the ADHD drug, atomoxetine (3 mg/kg, intraperitoneal), attenuated ADHD-like behaviors and reduced Atxn7 gene expression in the PFC and STR of these mice. These findings suggest that Atxn7 plays a role in the pathophysiology of ADHD, and that the Atxn7 OE mice can be used as an animal model of the hyperactive-impulsive phenotype of this disorder. Although confirmatory studies are warranted, the present study provides valuable information regarding the potential genetic underpinnings of ADHD.
Gene-environment interaction counterbalances social impairment in mouse models of autism	2019	Sci Rep. 2019 Aug 7;9(1):11490. doi: 10.1038/s41598-019-47680-w.	https://pubmed.ncbi.nlm.nih.gov/31391512/	Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by social communication deficits and repetitive/restricted behaviors. Although gene-environment interactions may explain the heterogeneous etiology of ASD, it is still largely unknown how the gene-environment interaction affects behavioral symptoms and pathophysiology in ASD. To address these questions, we used Cntnap2 knockout mice (genetic factor, G) exposed to valproic acid during embryonic development (environmental factor, E) as a gene-environment interaction (G × E) model. Paradoxically, the social deficits observed in the respective G and E models were improved in the G × E model; however, the high seizure susceptibility was more severe in the G × E -model than in the G and E models. Repetitive self-grooming and hyperactivity did not differ among the three models. The amplitudes of miniature excitatory postsynaptic currents in layer 2/3 pyramidal neurons of the medial prefrontal cortex were aberrant and similar in the G × E model when compared to the control group. Our findings suggest that the interaction of two risk factors does not always aggravate ASD symptoms but can also alleviate them, which may be key to understanding individual differences in behavioral phenotypes and symptom intensity.
Effects of Several Cosmetic Preservatives on ROS-Dependent Apoptosis of Rat Neural Progenitor Cells	2018	Biomol Ther (Seoul). 2018 Nov 1;26(6):608-615. doi: 10.4062/biomolther.2017.221.	https://pubmed.ncbi.nlm.nih.gov/29429147/	Benzalkonium chloride, diazolidinyl urea, and imidazolidinyl urea are commonly used preservatives in cosmetics. Recent reports suggested that these compounds may have cellular and systemic toxicity in high concentration. In addition, diazolidinyl urea and imidazolidinyl urea are known formaldehyde (FA) releasers, raising concerns for these cosmetic preservatives. In this study, we investigated the effects of benzalkonium chloride, diazolidinyl urea, and imidazolidinyl urea on ROS-dependent apoptosis of rat neural progenitor cells (NPCs) in vitro. Cells were isolated and cultured from embryonic day 14 rat cortices. Cultured cells were treated with 1-1,000 nM benzalkonium chloride, and 1-50 μM diazolidinyl urea or imidazolidinyl urea at various time points to measure the reactive oxygen species (ROS). PI staining, MTT assay, and live-cell imaging were used for cell viability measurements. Western blot was carried out for cleaved caspase-3 and cleaved caspase-8 as apoptotic protein markers. In rat NPCs, ROS production and cleaved caspase-8 expression were increased while the cell viability was decreased in high concentrations of these substances. These results suggest that several cosmetic preservatives at high concentrations can induce neural toxicity in rat brains through ROS induction and apoptosis.
Design, synthesis and docking study of 4-arylpiperazine carboxamides as monoamine neurotransmitters reuptake inhibitors	2018	Bioorg Med Chem. 2018 Aug 7;26(14):4127-4135. doi: 10.1016/j.bmc.2018.06.043	https://pubmed.ncbi.nlm.nih.gov/30007567/	Rational drug design method has been used to generate 4-arylpiperazine carboxamides in an effort to develop safer, more potent and effective monoamine neurotransmitters reuptake inhibitors. Out of twenty-seven synthesized compounds, compound 9 displayed potent monoamine neurotransmitter reuptake inhibitory activity against HEK cells transfected with hSERT or hNET. A Surflex-Dock docking model of 9 was also studied.
Design, synthesis, and systematic evaluation of 4-arylpiperazine- and 4-benzylpiperidine napthyl ethers as inhibitors of monoamine neurotransmitters reuptake	2018	Bioorg Med Chem. 2018 Nov 1;26(20):5538-5546. doi: 10.1016/j.bmc.2018.09.033.	https://pubmed.ncbi.nlm.nih.gov/30293797/	Two series of 4-arylpiperazine- and 4-benzylpiperidine naphthyl ethers were designed based on structure-activity relationship (SAR) and docking model of reported monoamine neurotransmitters reuptake inhibitors. The compounds were synthesized in 3-simple steps and their biological activities were evaluated. Several compounds were proven to be potent inhibitors of serotonin and norepinephrine reuptake. Computer docking was performed to study the interaction of the most potent compound 35 with human serotonin transporter. The results of the analyses suggest that 4-arylpiperazine- and 4-benzylpiperidine naphthyl ethers might be promising antidepressants worthy of further studies.
